abstract,new_old,serious
NUM-fluorouracil  NUMfu  mitomycin c  mmc -based chemoradiotherapy  crt  standard treatment anal squamous cell carcinoma   phase study cetuximab added primary determine maximum tolerated dose  mtd  NUMfu mmc combination  methods materials   patients locally advanced anal cancer  tNUM   gtoreq NUM cm -NUMnNUM-NUMmNUM  received weekly standard doses cetuximab starting NUM week crt   intensity modulated radiotherapy  imrt  volumetric modulated arc therapy  vmat  simultaneous integrated boost  sib  given NUM NUM NUM NUM NUM NUM gy NUM fractions primary tumour lymph node metastases adjuvant lymph node regions  NUMfu mmc given concomitantly rt weeks NUM NUM according predefined dose escalation schedule  results   thirteen patients enrolled   two patients discontinued cetuximab due hypersensitivity reaction   median age NUM years  range NUM-NUM   nine females  NUM  stage iiib disease  dose-limiting toxicity events  diarrheoa  febrile neutropenia thrombocytopenia  occurred NUM NUM patients   common grade NUM-NUM side-effects radiation dermatitis  NUM    haematologic toxicity  NUM    diarrheoa  NUM     treatment-related deaths occurred   three months following completion treatment  ten patients  NUM   local complete remission  cr   two patients developed liver metastases  yielding total cr rate NUM   conclusion   mtds determined NUMfu NUM mg m NUM  rt days NUM-NUM NUM-NUM mmc NUM mg m NUM  days NUM NUM combined imrt vmat sib cetuximab locally advanced anal cancer  copyright  copyrgt  NUM elsevier ltd  rights reserved,old,Serious
report case drug-induced lupus  dil  chinese woman caused methimazole  mmi    report discusses dil associated mmi briefly reviewed literature concerning anti-thyroid dil,old,Serious
skin toxicity frequent complication anti-epidermal growth factor receptor therapy  obstacle maintaining dose intensity may negatively impact clinical outcome cancer patients   skin lesions depend disruption keratinocyte development pathways treatment clearly effective resolving cutaneous alterations frequently found anti-epidermal growth factor receptor therapy   among systemic treatments  oral tetracycline proved useful preventing skin manifestations   describe case patient affected metastatic colorectal cancer  combination chemotherapy cetuximab used second-line treatment   patient developed symptomatic papulopustular skin rash disappeared completely twice-daily application hydrating moisturizing cream  mainly consisting mixture paraffin  silicone compounds  macrogol   marked cutaneous amelioration allowed patient continue cetuximab without symptoms associated partial radiological response,old,Serious
studies indicate complex etiology abnormal glucose metabolism turner syndrome  ts    light carbohydrate disorders therapy recombinant growth hormone  rgh  ts may associated complications  growth hormone diabetogenic potential  patient report   perinatal history unknown since patient adopted age NUM years   NUM years old  due typical phenotype  ts diagnosed   karyotype NUM x NUM  NUM x x  qNUM  NUM    age  basing laboratory results  insulin dependent diabetes diagnosed conventional insulin therapy initiated   hospitalization  age NUM years  patient NUM NUMcm  -NUM NUMsd   age rgh tre-atment initiated  dose NUM NUM mg kg d  NUM months therapy height velocity rose NUM NUM cm  year   age NUM years  substitution NUM beta -estradiol started  NUM years NUM months growth hormone treatment stopped poor height velocity   final height patient NUM cm  -NUM osd    two years end rgh treatment height NUM NUM cm   termination rgh treatment need daily insulin dose decreased NUM-NUMu d NUM-NUMu d  conclusions   decision rgh therapy ts diabetes certainly difficult   starting growth hormone treatment clinician must keep mind risk metabolic complications  also awareness gives patient chance improve final height   terms proper psycho-emotional development reduction growth deficit important   copyrgt  polish society pediatric endocrinology diabetology,old,Serious
metformin widely used oral antihyperglycaemic drug utilized long term treatment type NUM diabetes mellitus   potential complication metformin treatement development non-hypoxic lactic acidosis   although rare condition  estimated prevalence one five cases per NUM NUM population  reported mortality NUM-NUM    dehydration patients taking metformin lead potentially fatal condition   clinical case  NUM-year-old male brought emergency department  ed  NUM hour history vomiting progressive lethargy   denied diarrhoea  fever  respiratory genitourinary complaints   obese  long term diabetes recently diagnosed arterial hypertension   medicated telmisartan hydrochlorothiazide NUM NUM NUM daily vildagliptin metformin chloridrate NUM NUM twice daily   admission ed conscious disoriented  dehydrated  hypotensive  complaining abdominal pain   blood work showed elevated serum creatinine levels  NUM mg dl   hyperkalemia  NUM NUM mmol l   blood acidemia  ph NUM NUM  elevated lactate   NUM mmol l  decreased levels bicarbonate  NUM NUM mmol l    thinking acute kidney injury metformin-associated lactic acidosis immediately began dialysis   reviewing medical files discovered known diabetic nephropathy without proper medical follow-up   conclusion  authors present case reminder despite first line treatment overweight diabetics  use metformin demands careful monitoring renal function  especially older patients   initiation antihypertensive drugs also prompt renal function evaluation,old,Serious
report case toxic epidermal necrolysis NUM-year-old woman teriflunomide treatment   severe adverse cutaneous drug reaction new therapy relapsing forms multiple sclerosis early recognized order ensure rapid withdrawal drug,old,Non-Serious
series cases describing use citalopram treatment cataplexy patients narcolepsy   cataplexy specific symptom narcolepsy  characterized sudden temporary loss muscle tonus  triggered episodes emotion vigil   antidepressants  besides gamma-hydroxybutyrate  used control cataplexy   gamma-hydroxybutyrate available brazil  local treatment usually done use antidepressants  citalopram selective inhibitor serotonin reuptake  reasonable price fewer side effects compared drugs type   study  report series cases patients narcolepsy cataplexy  treated citalopram control cataplexy,old,Non-Serious
although atorvastatin ezetimibe may cause myopathy  statin-induced myopathy less likely low doses  ezetimibe rarely reported induce myopathy   also  ezetimibe usually known potentiate statin-induced myopathy   report case myalgia elevated serum creatinine phosphokinase patient NUM months therapy fixed dose combination atorvastatin ezetimibe  NUM mg    time event  patient undertaking moderate physical exertion form brisk walking NUM-NUM min day detected low serum vitamin d levels   adverse event resolved stopping atorvastatin-ezetimibe combination therapy   potential risk factors  physical exertion vitamin d deficiency  co-existent dyslipidemic patients  may exacerbate myopathy potential drugs  precipitate muscular symptoms even low-dose,old,Non-Serious
report onset choroidal neovascularization  cnv  following hormonal stimulation vitro fertilization  ivf  healthy young woman  methods   NUM-year-old woman presented visual impairment following hormonal stimulation ivf   clinical history collected best-corrected visual acuity  bcva   complete eye examination  optical coherence tomography  oct   fluorescein angiography  fa   indocyanine green angiography -performed  results   clinical history negative exception use medications ivf previous weeks   ocular examination revealed presence cnv right eye  confirmed oct fa  bcva NUM NUM decimal units   possible ocular systemic diseases associated cnv development investigated excluded   treatment NUM monthly intravitreal injections anti-vascular endothelial growth factor  vegf  effective reducing cnv size restoring visual acuity  conclusions   first report describing development cnv following hormonal stimulation ivf   development cnv may associated changes sex hormones  cytokines  angiogenic factor levels  including vegf  induced hormonal stimulation,old,Serious
criterion standard treatment allergic fungal sinusitis  afs  primary surgery followed adjuvant therapy   even good surgery  recurrence rates vary NUM NUM    antifungals  e g   itraconazole  steroids shown varying success rates delaying recurrences given surgery   itraconazole decreases need steroids given primary treatment allergic bronchopulmonary aspergillosis   udy investigated efficacy itraconazole given preoperatively allergic fungal rhinosinusitis   methodology  prospective study carried july NUM november NUM NUM patients histologically proven afs  given itraconazole NUM month preoperative period operated completion course itraconazole   compared NUM matched controls patients afs operated directly without preoperative itraconazole   groups give al steroids tapering doses NUM weeks postoperative period followed regular intervals   evaluations done using symptomatic  sino-nasal outcome test  snot-NUM    radiologic  lund mackay scores   endoscopic  kupferberg nasal endoscopic grades  parameters   results  symptomatology scores  snot-NUM  decreased significantly  p   NUM NUM  itraconazole  decrease  p   NUM NUM  lund mackay scores reached NUM   complete resolution disease NUM  patients  reductions hyperdensities noted computed tomography patients preoperative itraconazole   polyp sizes decreased nasal endoscopic grades improved itraconazole   postoperative fungal cultures positive NUM  patients preoperative itraconazole group compared NUM  patients control group  indicated decreased fungal burden   conclusion  found improvements clinical  radiologic  endoscopic parameters afs preoperative itraconazole administration  decreased disease load significantly also reduced extent surgery short-term follow-up   may prove good preoperative adjunct needs research,old,Non-Serious
